,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
11,00b2d2f934c630abf9f2d2c71d8c3ad9e70319c7,[DC] Emotion Regulation via Eye Gaze,"I am a 1st-year PhD student in the field of information science. Currently, there is limited literature catering to emotion regulation using mixed reality embodied agents. The goal of my current research is to design an emotion detection technique that is suited for use with XR embodied agents; intelligent agents that interact with users through a physical or virtual body.",2021.0,9.0,1.0,"{'name': '2021 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)', 'pages': '711-712'}","{'bibtex': '@Article{Shaltout2021DCER,\n author = {Nermin Shaltout},\n booktitle = {2021 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)},\n journal = {2021 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)},\n pages = {711-712},\n title = {[DC] Emotion Regulation via Eye Gaze},\n year = {2021}\n}\n'}","[{'authorId': '72962597', 'name': 'Nermin Shaltout'}]"
13,00d3694406b9dc6f9848997cf63dfe6517c5f806,Uncertainties in the geographic context of health behaviors: a study of substance users’ exposure to psychosocial stress using GPS data,"ABSTRACT This study examined how contextual areas defined and operationalized differently may lead to different exposure estimates. Substance users’ exposures to environmental stress (in terms of two variables: community social economic status and crime) were assessed from global positioning systems (GPS) data. Participants were 47 outpatients with substance use disorders admitted for methadone maintenance at a research clinic in Baltimore, Maryland. From 35.2 million GPS tracking points, we compared 7 different methods for defining activity space. The different methods yielded different exposure estimates, which would lead to different conclusions in studies using only one method. These results have important implications for future research on the effect of contextual influences on health behaviors and outcomes: whether a study observes any significant influence of an environmental factor on health may depend on what contextual units are used to assess individual exposure.",2018.0,53.0,55.0,"{'volume': '33', 'pages': '1176 - 1195', 'name': 'International Journal of Geographical Information Science'}","{'bibtex': '@Article{Kwan2018UncertaintiesIT,\n author = {M. Kwan and Jue Wang and M. Tyburski and D. Epstein and William J. Kowalczyk and K. Preston},\n journal = {International Journal of Geographical Information Science},\n pages = {1176 - 1195},\n title = {Uncertainties in the geographic context of health behaviors: a study of substance users’ exposure to psychosocial stress using GPS data},\n volume = {33},\n year = {2018}\n}\n'}","[{'authorId': '2455623', 'name': 'M. Kwan'}, {'authorId': '2109764023', 'name': 'Jue Wang'}, {'authorId': '47847899', 'name': 'M. Tyburski'}, {'authorId': '3020493', 'name': 'D. Epstein'}, {'authorId': '34576261', 'name': 'William J. Kowalczyk'}, {'authorId': '143852306', 'name': 'K. Preston'}]"
14,00d7d1125eaa45dd7b9bfb1d0e19c26120c08646,Social signal processing for dummies,"We introduce SSJ Creator, a modern Android GUI enabling users to design and execute social signal processing pipelines using nothing but their smartphones and without writing a single line of code. It is based on a modular Java-based social signal processing framework (SSJ), which is able to perform realtime multimodal behaviour analysis on Android devices using both device internal and external sensors.",2016.0,5.0,3.0,{'name': 'Proceedings of the 18th ACM International Conference on Multimodal Interaction'},"{'bibtex': '@Article{Damian2016SocialSP,\n author = {Ionut Damian and Michael Dietz and F. Gaibler and E. André},\n journal = {Proceedings of the 18th ACM International Conference on Multimodal Interaction},\n title = {Social signal processing for dummies},\n year = {2016}\n}\n'}","[{'authorId': '3048626', 'name': 'Ionut Damian'}, {'authorId': '144331244', 'name': 'Michael Dietz'}, {'authorId': '2354216', 'name': 'F. Gaibler'}, {'authorId': '1742930', 'name': 'E. André'}]"
15,00e18377cce0858580d75cb52d02b3bd0f204b6b,Peer Acceptance Protects Global Self-esteem from Negative Effects of Low Closeness to Parents During Adolescence and Early Adulthood,,2013.0,44.0,124.0,"{'volume': '43', 'pages': '70 - 80', 'name': 'Journal of Youth and Adolescence'}","{'bibtex': '@Article{Birkeland2013PeerAP,\n author = {M. S. Birkeland and K. Breivik and B. Wold},\n journal = {Journal of Youth and Adolescence},\n pages = {70 - 80},\n title = {Peer Acceptance Protects Global Self-esteem from Negative Effects of Low Closeness to Parents During Adolescence and Early Adulthood},\n volume = {43},\n year = {2013}\n}\n'}","[{'authorId': '8586825', 'name': 'M. S. Birkeland'}, {'authorId': '31666203', 'name': 'K. Breivik'}, {'authorId': '40254395', 'name': 'B. Wold'}]"
16,00ee7355bd289a0e70e5090e0b31b685bb39d695,Visual/Acoustic Emotion Recognition,"To recognize and understand a person's emotion has been known as one of the most important issue in human-computer interaction. In this paper, we present a multimodal system that supports emotion recognition from both visual and acoustic feature analysis. Our main achievement is that with this bimodal method, we can effectively extend the recognized emotion categories compared to when only visual or acoustic feature analysis works alone. We also show that by carefully cooperating bimodal features, the recognition precision of each emotion category will exceed the limit set up by the single modality, both visual and acoustic. Moreover, we believe our system is closer to real human perception and experience and hence will make emotion recognition closer to practical application in the future",2005.0,11.0,31.0,"{'pages': '1468-1471', 'name': '2005 IEEE International Conference on Multimedia and Expo'}","{'bibtex': '@Article{Chen2005VisualAcousticER,\n author = {Cheng-Yao Chen and Yue Huang and P. Cook},\n journal = {2005 IEEE International Conference on Multimedia and Expo},\n pages = {1468-1471},\n title = {Visual/Acoustic Emotion Recognition},\n year = {2005}\n}\n'}","[{'authorId': '3288141', 'name': 'Cheng-Yao Chen'}, {'authorId': '2108715669', 'name': 'Yue Huang'}, {'authorId': '1716507', 'name': 'P. Cook'}]"
17,01396f643a02a6a04749da068adc266d9c23de99,Characteristics of personal space during obstacle circumvention in physical and virtual environments.,,2008.0,20.0,131.0,"{'volume': '27 2', 'pages': '\n          239-47\n        ', 'name': 'Gait & posture'}","{'bibtex': '@Article{Gérin-Lajoie2008CharacteristicsOP,\n author = {Martin Gérin-Lajoie and C. Richards and J. Fung and B. McFadyen},\n journal = {Gait & posture},\n pages = {\n          239-47\n        },\n title = {Characteristics of personal space during obstacle circumvention in physical and virtual environments.},\n volume = {27 2},\n year = {2008}\n}\n'}","[{'authorId': '1422621837', 'name': 'Martin Gérin-Lajoie'}, {'authorId': '1852074', 'name': 'C. Richards'}, {'authorId': '40228054', 'name': 'J. Fung'}, {'authorId': '1862105', 'name': 'B. McFadyen'}]"
18,0144f69c97478c7cf5e6e20b9d23b994265373e8,A contextual approach to experiential avoidance and social anxiety: evidence from an experimental interaction and daily interactions of people with social anxiety disorder.,"Experiential avoidance (EA), the tendency to avoid internal, unwanted thoughts and feelings, is hypothesized to be a risk factor for social anxiety. Existing studies of experiential avoidance rely on trait measures with minimal contextual consideration. In two studies, we examined the association between experiential avoidance and anxiety within real-world social interactions. In the first study, we examined the effect of experiential avoidance on social anxiety in everyday life. For 2 weeks, 37 participants with Social Anxiety Disorder (SAD) and 38 healthy controls provided reports of experiential avoidance and social anxiety symptoms during face-to-face social interactions. Results showed that momentary experiential avoidance was positively related to anxiety symptoms during social interactions and this effect was stronger among people with SAD. People low in EA showed greater sensitivity to the level of situational threat than high EA people. In the second study, we facilitated an initial encounter between strangers. Unlike Study 1, we experimentally created a social situation where there was either an opportunity for intimacy (self-disclosure conversation) or no such opportunity (small-talk conversation). Results showed that greater experiential avoidance during the self-disclosure conversation temporally preceded increases in social anxiety for the remainder of the interaction; no such effect was found in the small-talk conversation. Our findings provide insight into the association between experiential avoidance on social anxiety in laboratory and naturalistic settings, and demonstrate that the effect of EA depends upon level of social threat and opportunity.",2014.0,89.0,131.0,"{'volume': '14 4', 'pages': '\n          769-781\n        ', 'name': 'Emotion'}","{'bibtex': '@Article{Kashdan2014ACA,\n author = {T. Kashdan and Fallon R. Goodman and Kyla A. Machell and Evan M. Kleiman and Samuel S. Monfort and J. Ciarrochi and J. Nezlek},\n journal = {Emotion},\n pages = {\n          769-781\n        },\n title = {A contextual approach to experiential avoidance and social anxiety: evidence from an experimental interaction and daily interactions of people with social anxiety disorder.},\n volume = {14 4},\n year = {2014}\n}\n'}","[{'authorId': '6618929', 'name': 'T. Kashdan'}, {'authorId': '3948320', 'name': 'Fallon R. Goodman'}, {'authorId': '6329669', 'name': 'Kyla A. Machell'}, {'authorId': '5769290', 'name': 'Evan M. Kleiman'}, {'authorId': '34330513', 'name': 'Samuel S. Monfort'}, {'authorId': '5176610', 'name': 'J. Ciarrochi'}, {'authorId': '5123548', 'name': 'J. Nezlek'}]"
19,014cc419ca981470be766da9bf19df4c8a35100d,Developing and evaluating complex interventions: the new Medical Research Council guidance,Evaluating complex interventions is complicated. The Medical Research Council's evaluation framework (2000) brought welcome clarity to the task. Now the council has updated its guidance,2008.0,47.0,9347.0,"{'volume': '337', 'name': 'The BMJ'}","{'bibtex': '@Article{Craig2008DevelopingAE,\n author = {P. Craig and P. Dieppe and Sally J Macintyre and S. Michie and I. Nazareth and M. Petticrew},\n journal = {The BMJ},\n title = {Developing and evaluating complex interventions: the new Medical Research Council guidance},\n volume = {337},\n year = {2008}\n}\n'}","[{'authorId': '144654741', 'name': 'P. Craig'}, {'authorId': '49165506', 'name': 'P. Dieppe'}, {'authorId': '2071425647', 'name': 'Sally J Macintyre'}, {'authorId': '144624158', 'name': 'S. Michie'}, {'authorId': '1435336165', 'name': 'I. Nazareth'}, {'authorId': '4718357', 'name': 'M. Petticrew'}]"
20,0150db8c08dbe981730d0510256a5149aa00c61d,Sexual activity and other risk-taking behaviors among Asian-American adolescents.,,2007.0,50.0,39.0,"{'volume': '20 1', 'pages': '\n          29-34\n        ', 'name': 'Journal of pediatric and adolescent gynecology'}","{'bibtex': '@Article{Tosh2007SexualAA,\n author = {A. Tosh and P. Simmons},\n journal = {Journal of pediatric and adolescent gynecology},\n pages = {\n          29-34\n        },\n title = {Sexual activity and other risk-taking behaviors among Asian-American adolescents.},\n volume = {20 1},\n year = {2007}\n}\n'}","[{'authorId': '47552798', 'name': 'A. Tosh'}, {'authorId': '11030945', 'name': 'P. Simmons'}]"
21,017ac3a8292d7037f406a40ec2201c0d11132d50,Intensifying Emotional Reactions via Tactile Gestures in Immersive Films,"The film industry continuously strives to make visitors’ movie experience more immersive and thus, more captivating. This is realized through larger screens, sophisticated speaker systems, and high quality 2D and 3D content. Moreover, a recent trend in the film industry is to incorporate multiple interaction modalities, such as 4D film, to simulate rain, wind, vibration, and heat, in order to intensify viewers’ emotional reactions. In this context, humans’ sense of touch possesses significant potential for intensifying emotional reactions for the film experience beyond audio-visual sensory modalities. This article presents a framework for authoring tactile cues (tactile gestures as used in this article) and enabling automatic rendering of said gestures to intensify emotional reactions in an immersive film experience. To validate the proposed framework, we conducted an experimental study where tactile gestures are designed and evaluated for the ability to intensify four emotional reactions: high valence-high arousal, high valence-low arousal, low valence-high arousal, and low valence-low arousal. Using a haptic jacket, participants felt tactile gestures that are synchronized with the audio-visual contents of a film. Results demonstrated that (1) any tactile feedback generated a positive user experience; (2) the tactile feedback intensifies emotional reactions when the audio-visual stimuli elicit clear emotional responses, except for low arousal emotional response since tactile gestures seem to always generate excitement; (3) purposed tactile gestures do not seem to significantly outperform randomized tactile gesture for intensifying specific emotional reactions; and (4) using a haptic jacket is not distracting for the users.",2017.0,27.0,14.0,"{'volume': '13', 'pages': '1 - 17', 'name': 'ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)'}","{'bibtex': '@Article{Karafotias2017IntensifyingER,\n author = {Georgios Karafotias and Akiko Teranishi and Georgios Korres and F. Eyssel and Scandar Copti and M. Eid},\n journal = {ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)},\n pages = {1 - 17},\n title = {Intensifying Emotional Reactions via Tactile Gestures in Immersive Films},\n volume = {13},\n year = {2017}\n}\n'}","[{'authorId': '19196609', 'name': 'Georgios Karafotias'}, {'authorId': '2168410', 'name': 'Akiko Teranishi'}, {'authorId': '40552315', 'name': 'Georgios Korres'}, {'authorId': '2557354', 'name': 'F. Eyssel'}, {'authorId': '23545325', 'name': 'Scandar Copti'}, {'authorId': '36728550', 'name': 'M. Eid'}]"
22,019fd2b09a61b2548cd3bf29eb7c20e3c8697690,Calidad de vida y dificultades de regulación emocional en la vida adulta,"espanolEl presente estudio tuvo como objetivo evaluar la relacion entre la Calidad de Vida (CV) y las Dificultades de Regulacion Emocional (DRE) en poblacion adulta. Mediante los cuestionarios WHOQOL- BREF, para medir CV y DRES para evaluar las DRE, los cuales fueron aplicados en 1190 participantes entre 18 a 65 anos de edad en la ciudad de Antofagasta, Chile. Los resultados obtenidos indican que la CV se relaciona de manera inversa con las DRE, donde la desatencion y la confusion emocional afectaron, tanto a la CV general, como a cada uno de sus dominios. Se observaron diferencias dadas por edad; siendo en el grupo mas joven la interferencia emocional la que ejercio una mayor influencia en la evaluacion negativa de la CV, en tanto a medida que aumenta la edad, fue la desatencion emocional la que tuvo un mayor peso en la evaluacion negativa de la CV. Los hallazgos sugieren la inclusion de objetivos de trabajo en el ambito de las emociones y sus dificultades de regulacion, tanto en la Psicoterapia como en intervenciones psicologicas destinadas a mejorar la CV de las personas a nivel de prevencion primaria, como secundaria y terciaria. EnglishThis study aim to assess the relationship between quality of life (QoL) and emotional regulation difficulties (DER) in adults. By WHOQOL-BREF questionnaires to measure QoL and DRES to assess the DER, which were applied in 1190 participants, aged 18 to 65 years old in the city of Antofagasta, Chile. Results indicate that the QoL is inversely related to the DER, where both, inattention and emotional confusion affected overall QoL, as each of their domains. Differences observed were given by age; being in the youngest group the emotional interference which exerted a greater influence on negative QoL assessment, while as age increases, was emotional Inattention which had a greater weight over negative QoL assessment. The findings suggest the inclusion of work objectives in the area of emotions and their regulation difficulties, in psychotherapy and psychological interventions, both to improve QoL of people at primary secondary and tertiary prevention.",2016.0,0.0,3.0,"{'volume': '25', 'pages': '135-144', 'name': 'Revista Argentina De Clinica Psicologica'}","{'bibtex': '@Article{Urzúa2016CalidadDV,\n author = {A. Urzúa and Alejandra Caqueo-Urízar and Gabriela Araya and Carlos Celedón and Natalie Lacouture and L. Quiroz and M. Guzmán},\n journal = {Revista Argentina De Clinica Psicologica},\n pages = {135-144},\n title = {Calidad de vida y dificultades de regulación emocional en la vida adulta},\n volume = {25},\n year = {2016}\n}\n'}","[{'authorId': '144576964', 'name': 'A. Urzúa'}, {'authorId': '1396989054', 'name': 'Alejandra Caqueo-Urízar'}, {'authorId': '2059921764', 'name': 'Gabriela Araya'}, {'authorId': '2080819747', 'name': 'Carlos Celedón'}, {'authorId': '118942106', 'name': 'Natalie Lacouture'}, {'authorId': '145560637', 'name': 'L. Quiroz'}, {'authorId': '2061537631', 'name': 'M. Guzmán'}]"
23,01b36f49b6bb03a5cc51ca4deee2de9be88fc274,Evaluation of the Robot Assisted Sign Language Tutoring Using Video-Based Studies,,2012.0,20.0,40.0,"{'volume': '4', 'pages': '273-283', 'name': 'International Journal of Social Robotics'}","{'bibtex': '@Article{Kose-Bagci2012EvaluationOT,\n author = {H. Kose-Bagci and R. Yorganci and Esra H. Algan and D. Syrdal},\n journal = {International Journal of Social Robotics},\n pages = {273-283},\n title = {Evaluation of the Robot Assisted Sign Language Tutoring Using Video-Based Studies},\n volume = {4},\n year = {2012}\n}\n'}","[{'authorId': '1399283111', 'name': 'H. Kose-Bagci'}, {'authorId': '2529764', 'name': 'R. Yorganci'}, {'authorId': '2652930', 'name': 'Esra H. Algan'}, {'authorId': '1700812', 'name': 'D. Syrdal'}]"
24,01b56e73ae042b8276b5321bea0f9503fb6623b6,Pilot randomized trial of self-guided virtual reality exposure therapy for social anxiety disorder.,,2021.0,113.0,21.0,"{'volume': '147', 'pages': '\n          103984\n        ', 'name': 'Behaviour research and therapy'}","{'bibtex': '@Article{Zainal2021PilotRT,\n author = {N. Zainal and W. W. Chan and Alisha P. Saxena and C. Barr Taylor and M. Newman},\n journal = {Behaviour research and therapy},\n pages = {\n          103984\n        },\n title = {Pilot randomized trial of self-guided virtual reality exposure therapy for social anxiety disorder.},\n volume = {147},\n year = {2021}\n}\n'}","[{'authorId': '40304397', 'name': 'N. Zainal'}, {'authorId': '16715298', 'name': 'W. W. Chan'}, {'authorId': '2146970324', 'name': 'Alisha P. Saxena'}, {'authorId': '2894651', 'name': 'C. Barr Taylor'}, {'authorId': '46298867', 'name': 'M. Newman'}]"
