,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
537,34e3497e9d8a2b8068bea93ea6b65c70c3c8db79,Promoting Positive Youth Development Through School-Based Social and Emotional Learning Interventions: A Meta-Analysis of Follow-Up Effects.,"This meta-analysis reviewed 82 school-based, universal social and emotional learning (SEL) interventions involving 97,406 kindergarten to high school students (Mage  = 11.09 years; mean percent low socioeconomic status = 41.1; mean percent students of color = 45.9). Thirty-eight interventions took place outside the United States. Follow-up outcomes (collected 6 months to 18 years postintervention) demonstrate SEL's enhancement of positive youth development. Participants fared significantly better than controls in social-emotional skills, attitudes, and indicators of well-being. Benefits were similar regardless of students' race, socioeconomic background, or school location. Postintervention social-emotional skill development was the strongest predictor of well-being at follow-up. Infrequently assessed but notable outcomes (e.g., graduation and safe sexual behaviors) illustrate SEL's improvement of critical aspects of students' developmental trajectories.",2017.0,68.0,1147.0,"{'volume': '88 4', 'pages': '\n          1156-1171\n        ', 'name': 'Child development'}","{'bibtex': '@Article{Taylor2017PromotingPY,\n author = {Rebecca D. Taylor and E. Oberle and J. Durlak and R. Weissberg},\n journal = {Child development},\n pages = {\n          1156-1171\n        },\n title = {Promoting Positive Youth Development Through School-Based Social and Emotional Learning Interventions: A Meta-Analysis of Follow-Up Effects.},\n volume = {88 4},\n year = {2017}\n}\n'}","[{'authorId': '50073255', 'name': 'Rebecca D. Taylor'}, {'authorId': '6122556', 'name': 'E. Oberle'}, {'authorId': '3206281', 'name': 'J. Durlak'}, {'authorId': '5917185', 'name': 'R. Weissberg'}]"
538,3548b6ac3f044cc226681ab98df0253fddda7367,Can AI artifacts influence human cognition? The effects of artificial autonomy in intelligent personal assistants,,2021.0,92.0,100.0,"{'volume': '56', 'pages': '102250', 'name': 'Int. J. Inf. Manag.'}","{'bibtex': '@Article{Hu2021CanAA,\n author = {Qian Hu and Yao-bin Lu and Zhao Pan and Y. Gong and Zhiling Yang},\n journal = {Int. J. Inf. Manag.},\n pages = {102250},\n title = {Can AI artifacts influence human cognition? The effects of artificial autonomy in intelligent personal assistants},\n volume = {56},\n year = {2021}\n}\n'}","[{'authorId': '1991013052', 'name': 'Qian Hu'}, {'authorId': '144038070', 'name': 'Yao-bin Lu'}, {'authorId': '2069543203', 'name': 'Zhao Pan'}, {'authorId': '40653187', 'name': 'Y. Gong'}, {'authorId': '2109513074', 'name': 'Zhiling Yang'}]"
539,3560cd6a62787a10effa9b4b0369291a59af19d0,From Sharing to Exchange: An Extended Framework of Dual Modes of Collaborative Nonownership Consumption,The sharing economy captures several different market practices such as “car sharing” or “house sharing.” Anecdotal and empirical evidence has found conflicting motivations for participating in the sharing economy due to a misuse of the concept and an absence of a framework. This article proposes a framework to classify sharing economy practices based on their relative weights of sharing and exchange characteristics. The argument is that each practice is dualistic in nature: having characteristics of both sharing and exchange. The essay suggests a way to situate practices within the framework by offering a method to quantitatively calculate the sharing score of a given practice. An augmented model of willingness to participate in the sharing economy is tested across five practices that support the framework’s validity and usefulness. The results resolve some of the mixed findings in the literature and the positive role that materialism plays in the likelihood to participate.,2016.0,34.0,130.0,"{'volume': '1', 'pages': '277 - 294', 'name': 'Journal of the Association for Consumer Research'}","{'bibtex': '@Article{Habibi2016FromST,\n author = {Mohammad Reza Habibi and Andrea Kim and M. Laroche},\n journal = {Journal of the Association for Consumer Research},\n pages = {277 - 294},\n title = {From Sharing to Exchange: An Extended Framework of Dual Modes of Collaborative Nonownership Consumption},\n volume = {1},\n year = {2016}\n}\n'}","[{'authorId': '2072858727', 'name': 'Mohammad Reza Habibi'}, {'authorId': '47531707', 'name': 'Andrea Kim'}, {'authorId': '144953796', 'name': 'M. Laroche'}]"
540,3564ede2ceb2a531893ed15454de152eec0e1946,An Analysis of VR Language Learning Applications：Focusing on the Apps of Speaking and Vocabulary Learning,,2019.0,0.0,1.0,{'name': 'Journal of Dong-ak Language and Literature'},"{'bibtex': '@Article{Xiuxiu2019AnAO,\n author = {Chen Xiuxiu and Kim Seong Ju},\n journal = {Journal of Dong-ak Language and Literature},\n title = {An Analysis of VR Language Learning Applications：Focusing on the Apps of Speaking and Vocabulary Learning},\n year = {2019}\n}\n'}","[{'authorId': None, 'name': 'Chen Xiuxiu'}, {'authorId': '144020427', 'name': 'Kim Seong Ju'}]"
541,3570115c13efdc0c6eabb5533052ae941b6af07c,Brief cognitive-behavioral therapy effects on post-treatment suicide attempts in a military sample: results of a randomized clinical trial with 2-year follow-up.,"OBJECTIVE
The authors evaluated the effectiveness of brief cognitive-behavioral therapy (CBT) for the prevention of suicide attempts in military personnel.


METHOD
In a randomized controlled trial, active-duty Army soldiers at Fort Carson, Colo., who either attempted suicide or experienced suicidal ideation with intent, were randomly assigned to treatment as usual (N=76) or treatment as usual plus brief CBT (N=76). Assessment of incidence of suicide attempts during the follow-up period was conducted with the Suicide Attempt Self-Injury Interview. Inclusion criteria were the presence of suicidal ideation with intent to die during the past week and/or a suicide attempt within the past month. Soldiers were excluded if they had a medical or psychiatric condition that would prevent informed consent or participation in outpatient treatment, such as active psychosis or mania. To determine treatment efficacy with regard to incidence and time to suicide attempt, survival curve analyses were conducted. Differences in psychiatric symptoms were evaluated using longitudinal random-effects models.


RESULTS
From baseline to the 24-month follow-up assessment, eight participants in brief CBT (13.8%) and 18 participants in treatment as usual (40.2%) made at least one suicide attempt (hazard ratio=0.38, 95% CI=0.16-0.87, number needed to treat=3.88), suggesting that soldiers in brief CBT were approximately 60% less likely to make a suicide attempt during follow-up than soldiers in treatment as usual. There were no between-group differences in severity of psychiatric symptoms.


CONCLUSIONS
Brief CBT was effective in preventing follow-up suicide attempts among active-duty military service members with current suicidal ideation and/or a recent suicide attempt.",2015.0,25.0,256.0,"{'volume': '172 5', 'pages': '\n          441-9\n        ', 'name': 'The American journal of psychiatry'}","{'bibtex': '@Article{David2015BriefCT,\n author = {M. David and Rudd and Craig J. Bryan and Evelyn Wertenberger and Alan L. Peterson and S. Young-McCaughan and J. Mintz and Sean R Williams and K. Arne and J. Breitbach and Kenneth Delano and Erin Wilkinson and Travis O. Bruce},\n journal = {The American journal of psychiatry},\n pages = {\n          441-9\n        },\n title = {Brief cognitive-behavioral therapy effects on post-treatment suicide attempts in a military sample: results of a randomized clinical trial with 2-year follow-up.},\n volume = {172 5},\n year = {2015}\n}\n'}","[{'authorId': '2245888442', 'name': 'M. David'}, {'authorId': '2245878855', 'name': 'Rudd'}, {'authorId': '2241912078', 'name': 'Craig J. Bryan'}, {'authorId': '8139538', 'name': 'Evelyn Wertenberger'}, {'authorId': '2242015642', 'name': 'Alan L. Peterson'}, {'authorId': '1398529179', 'name': 'S. Young-McCaughan'}, {'authorId': '144053817', 'name': 'J. Mintz'}, {'authorId': '2246923670', 'name': 'Sean R Williams'}, {'authorId': '7918987', 'name': 'K. Arne'}, {'authorId': '5089679', 'name': 'J. Breitbach'}, {'authorId': '32475453', 'name': 'Kenneth Delano'}, {'authorId': '47381998', 'name': 'Erin Wilkinson'}, {'authorId': '2062684336', 'name': 'Travis O. Bruce'}]"
542,358f092645d60e74a0d917c147a33076037cf23e,"Self-determination theory and the facilitation of intrinsic motivation, social development, and well-being.","Human beings can be proactive and engaged or, alternatively, passive and alienated, largely as a function of the social conditions in which they develop and function. Accordingly, research guided by self-determination theory has focused on the social-contextual conditions that facilitate versus forestall the natural processes of self-motivation and healthy psychological development. Specifically, factors have been examined that enhance versus undermine intrinsic motivation, self-regulation, and well-being. The findings have led to the postulate of three innate psychological needs--competence, autonomy, and relatedness--which when satisfied yield enhanced self-motivation and mental health and when thwarted lead to diminished motivation and well-being. Also considered is the significance of these psychological needs and processes within domains such as health care, education, work, sport, religion, and psychotherapy.",2000.0,183.0,30631.0,"{'volume': '55 1', 'pages': '\n          68-78\n        ', 'name': 'The American psychologist'}","{'bibtex': '@Article{Ryan2000SelfdeterminationTA,\n author = {R. Ryan and E. Deci},\n journal = {The American psychologist},\n pages = {\n          68-78\n        },\n title = {Self-determination theory and the facilitation of intrinsic motivation, social development, and well-being.},\n volume = {55 1},\n year = {2000}\n}\n'}","[{'authorId': '4064306', 'name': 'R. Ryan'}, {'authorId': '2740774', 'name': 'E. Deci'}]"
543,35aa24b141a401fefbd5f5c4fa307dc6f7c6f772,Interpersonal Distance in Immersive Virtual Environments,"Digital immersive virtual environment technology (IVET) enables behavioral scientists to conduct ecologically realistic experiments with near-perfect experimental control. The authors employed IVET to study the interpersonal distance maintained between participants and virtual humans. In Study 1, participants traversed a three-dimensional virtual room in which a virtual human stood. In Study 2, a virtual human approached participants. In both studies, participant gender, virtual human gender, virtual human gaze behavior, and whether virtual humans were allegedly controlled by humans (i.e., avatars) or computers (i.e., agents) were varied. Results indicated that participants maintained greater distance from virtual humans when approaching their fronts compared to their backs. In addition, participants gave more personal space to virtual agents who engaged them in mutual gaze. Moreover, when virtual humans invaded their personal space, participants moved farthest from virtual human agents. The advantages and disadvantages of IVET for the study of human behavior are discussed.",2003.0,38.0,691.0,"{'volume': '29', 'pages': '819 - 833', 'name': 'Personality and Social Psychology Bulletin'}","{'bibtex': '@Article{Bailenson2003InterpersonalDI,\n author = {J. Bailenson and J. Blascovich and A. Beall and J. Loomis},\n journal = {Personality and Social Psychology Bulletin},\n pages = {819 - 833},\n title = {Interpersonal Distance in Immersive Virtual Environments},\n volume = {29},\n year = {2003}\n}\n'}","[{'authorId': '1737161', 'name': 'J. Bailenson'}, {'authorId': '2307657', 'name': 'J. Blascovich'}, {'authorId': '40458739', 'name': 'A. Beall'}, {'authorId': '2386187', 'name': 'J. Loomis'}]"
544,35e30171eb832c2d6f40b8c5f6df6bb7e255c155,Linguistic measures of the referential process in psychodynamic treatment: The English and Italian versions,"Abstract The referential process is defined in the context of Bucci's multiple code theory as the process by which nonverbal experience is connected to language. The English computerized measures of the referential process, which have been applied in psychotherapy research, include the Weighted Referential Activity Dictionary (WRAD), and measures of Reflection, Affect and Disfluency. This paper presents the development of the Italian version of the IWRAD by modeling Italian texts scored by judges, and shows the application of the IWRAD and other Italian measures in three psychodynamic treatments evaluated for personality change using the Shedler-Westen Assessment Procedure (SWAP-200). Clinical predictions based on applications of the English measures were supported.",2013.0,61.0,39.0,"{'volume': '23', 'pages': '430 - 447', 'name': 'Psychotherapy Research'}","{'bibtex': '@Article{Mariani2013LinguisticMO,\n author = {R. Mariani and B. Maskit and W. Bucci and Alessandra De Coro},\n journal = {Psychotherapy Research},\n pages = {430 - 447},\n title = {Linguistic measures of the referential process in psychodynamic treatment: The English and Italian versions},\n volume = {23},\n year = {2013}\n}\n'}","[{'authorId': '30846533', 'name': 'R. Mariani'}, {'authorId': '101550856', 'name': 'B. Maskit'}, {'authorId': '2005311', 'name': 'W. Bucci'}, {'authorId': '1400275078', 'name': 'Alessandra De Coro'}]"
545,35f0ba47e215f131d9a4cada17b6d442562454e8,Qualitative interviewing: The art of hearing data,,1996.0,0.0,7048.0,"{'volume': '18', 'pages': '194-195', 'name': 'Library & Information Science Research'}","{'bibtex': '@Article{Snyder1996QualitativeIT,\n author = {H. Snyder},\n journal = {Library & Information Science Research},\n pages = {194-195},\n title = {Qualitative interviewing: The art of hearing data},\n volume = {18},\n year = {1996}\n}\n'}","[{'authorId': '9924394', 'name': 'H. Snyder'}]"
546,35fd9f4c4289a293e209846717ab28e1eb7fc994,Developing employability in engineering education: a systematic review of the literature,"ABSTRACT In this systematic review of the research literature on engineering employability, curricular and pedagogical arrangements that prepare graduates for work in the twenty-first century were identified. The research question guiding the review was: Which curricular and pedagogical arrangements promote engineering students’ employability? The particular focus of the study was on how authors prioritised engineering knowledge and professional skills. The review drew on a theoretical framework that differentiated between engineering knowledge and professional skills to explain how employability could be included in engineering programmes. Data was obtained from research studies over the period 2007–2017. We found an interdependent relationship between engineering knowledge and professional skills that enabled engineering graduates to attain employability. The com of engineering problems require students to master engineering knowledge, while the ability to work with others across contexts requires professional skills. Both are necessary for deep understanding of engineering principles and a focus on real world problems.",2018.0,54.0,55.0,"{'volume': '45', 'pages': '165 - 180', 'name': 'European Journal of Engineering Education'}","{'bibtex': '@Article{Winberg2018DevelopingEI,\n author = {C. Winberg and M. Bramhall and D. Greenfield and Patrick Johnson and P. Rowlett and Olive Lewis and J. Waldock and K. Wolff},\n journal = {European Journal of Engineering Education},\n pages = {165 - 180},\n title = {Developing employability in engineering education: a systematic review of the literature},\n volume = {45},\n year = {2018}\n}\n'}","[{'authorId': '143911595', 'name': 'C. Winberg'}, {'authorId': '98527931', 'name': 'M. Bramhall'}, {'authorId': '19522776', 'name': 'D. Greenfield'}, {'authorId': '49368794', 'name': 'Patrick Johnson'}, {'authorId': '7229024', 'name': 'P. Rowlett'}, {'authorId': '2042903956', 'name': 'Olive Lewis'}, {'authorId': '70516384', 'name': 'J. Waldock'}, {'authorId': '145533321', 'name': 'K. Wolff'}]"
547,362c83cbd4def55390052b6fa5e5a92d52143630,A feedback control approach to maintain consumer information load in online shopping environments,,2011.0,18.0,30.0,"{'volume': '48', 'pages': '344-352', 'name': 'Inf. Manag.'}","{'bibtex': '@Article{Krishen2011AFC,\n author = {Anjala S. Krishen and Robyn L. Raschke and P. Kachroo},\n journal = {Inf. Manag.},\n pages = {344-352},\n title = {A feedback control approach to maintain consumer information load in online shopping environments},\n volume = {48},\n year = {2011}\n}\n'}","[{'authorId': '2001889', 'name': 'Anjala S. Krishen'}, {'authorId': '3307344', 'name': 'Robyn L. Raschke'}, {'authorId': '51002248', 'name': 'P. Kachroo'}]"
548,3642a93f0c5ad299405f5da5d933b08bf9d064f2,The face in the crowd effect: Threat-detection advantage with perceptually intermediate distractors,"The ability to quickly perceive threatening facial expressions allows one to detect emotional states and respond appropriately. The anger superiority hypothesis predicts that angry faces capture attention faster than happy faces. Previous studies have used photographic (Hansen & Hansen, 1988) and schematic face images (e.g., Eastwood, Smilek, & Merikle, 2001; Ohman, Lunqvist, & Esteves, 2001) in studying the anger superiority effect, but specific confounds due to the construction of stimuli have led to conflicting findings. In the current study, participants performed a visual search for either angry or happy target faces among crowds of novel, perceptually intermediate morph distractors. A threat-detection advantage was evident where participants showed faster reaction times and greater accuracy in detecting angry over happy faces. Search slopes, however, did not significantly differ. Results suggest a threat-detection advantage mediated by serial rather than preattentive processing.",2009.0,22.0,22.0,"{'volume': '17', 'pages': '1205 - 1217', 'name': 'Visual Cognition'}","{'bibtex': '@Article{Krysko2009TheFI,\n author = {K. Krysko and M. Rutherford},\n journal = {Visual Cognition},\n pages = {1205 - 1217},\n title = {The face in the crowd effect: Threat-detection advantage with perceptually intermediate distractors},\n volume = {17},\n year = {2009}\n}\n'}","[{'authorId': '5142967', 'name': 'K. Krysko'}, {'authorId': '144622444', 'name': 'M. Rutherford'}]"
549,364e9a89d7a67999cb835c7e46e688b0337d490e,The effectiveness of immersive virtual reality (VR) based mindfulness training on improvement mental-health in adults: A narrative systematic review.,,2022.0,44.0,15.0,{'name': 'Explore'},"{'bibtex': '@Article{Ma2022TheEO,\n author = {Jingni Ma and Dongrong Zhao and Naihong Xu and Jinmei Yang},\n journal = {Explore},\n title = {The effectiveness of immersive virtual reality (VR) based mindfulness training on improvement mental-health in adults: A narrative systematic review.},\n year = {2022}\n}\n'}","[{'authorId': '2157405999', 'name': 'Jingni Ma'}, {'authorId': '2149225658', 'name': 'Dongrong Zhao'}, {'authorId': '2153490609', 'name': 'Naihong Xu'}, {'authorId': '2154721247', 'name': 'Jinmei Yang'}]"
550,36629e673dc76cdc83b61c58655dacd35051d6c3,"Psychometric properties of Short Form-36 Health Survey, EuroQol 5-dimensions, and Hospital Anxiety and Depression Scale in patients with chronic pain","Supplemental Digital Content is Available in the Text. This large-sample item response theory-based evaluation assessed the measurement properties of SF-36, EQ-5D, and hospital anxiety and depression scale for chronic pain patients in clinical settings.",2019.0,74.0,59.0,"{'volume': '161', 'pages': '83 - 95', 'name': 'Pain'}","{'bibtex': '@Article{LoMartire2019PsychometricPO,\n author = {Riccardo LoMartire and B. Äng and B. Gerdle and L. Vixner},\n journal = {Pain},\n pages = {83 - 95},\n title = {Psychometric properties of Short Form-36 Health Survey, EuroQol 5-dimensions, and Hospital Anxiety and Depression Scale in patients with chronic pain},\n volume = {161},\n year = {2019}\n}\n'}","[{'authorId': '150279076', 'name': 'Riccardo LoMartire'}, {'authorId': '3606480', 'name': 'B. Äng'}, {'authorId': '143878518', 'name': 'B. Gerdle'}, {'authorId': '6231572', 'name': 'L. Vixner'}]"
551,3671eefb10de8b01ec284250ab60919694751980,Drop-out from addiction treatment: a systematic review of risk factors.,,2013.0,159.0,435.0,"{'volume': '33 8', 'pages': '\n          1010-24\n        ', 'name': 'Clinical psychology review'}","{'bibtex': '@Article{Brorson2013DropoutFA,\n author = {Hanne H. Brorson and Espen Ajo Arnevik and K. Rand-Hendriksen and F. Duckert},\n journal = {Clinical psychology review},\n pages = {\n          1010-24\n        },\n title = {Drop-out from addiction treatment: a systematic review of risk factors.},\n volume = {33 8},\n year = {2013}\n}\n'}","[{'authorId': '7260475', 'name': 'Hanne H. Brorson'}, {'authorId': '5067975', 'name': 'Espen Ajo Arnevik'}, {'authorId': '1403093367', 'name': 'K. Rand-Hendriksen'}, {'authorId': '74147297', 'name': 'F. Duckert'}]"
552,36b84360b64a53c057b3fb59b646fd9c8b7a05ab,Regulation,"In the quarter-century that Social & Legal Studies has been published, regulation has emerged as a new, and for many exciting, interdisciplinary field. The concept itself requires a wider view of normativity than the narrow positivist one of law as command. It is certainly protean, ranging over many fundamental questions about the changing nature of the public sphere of politics and the state, and its interactions with the ‘private’ sphere of economic activity and social relations, as well as the mediation of these interactions, especially through law. This survey aims to outline and evaluate some of the main contours of the field as it has developed in this recent period, focusing on the regulation of economic activity. Regulation is seen as having emerged with the withdrawal by governments from direct provision of many economic and social services, to be replaced by corporatist bureaucracies and quasi-public agencies managing the complex public–private interactions of financialized capitalism. The arguments for ‘smart’ regulation have, in an era fixated on neo-liberalism, generally legitimized delegation of responsibility to big business. Its advocates, having been drawn into policy fields, have perhaps too often lost their critical edge, and allowed it to become instrumentalized, reflecting the technicist character of its practice.",2017.0,0.0,548.0,"{'volume': '26', 'pages': '676 - 699', 'name': 'Social & Legal Studies'}","{'bibtex': '@Article{Picciotto2017Regulation,\n author = {S. Picciotto},\n journal = {Social & Legal Studies},\n pages = {676 - 699},\n title = {Regulation},\n volume = {26},\n year = {2017}\n}\n'}","[{'authorId': '35720444', 'name': 'S. Picciotto'}]"
554,3728f90e115551e777cb0be8a8eb873a5555df0a,Development of Social Mediation and Emotional Regulation in Virtual Learning Environment Research.,"Abstract 
This paper puts forward a series of theoretical underpinnings and design considerations for embodying emotional and aesthetic aspects of virtual (reality) learning environments (VLEs) in support of ubiquitous teaching, studying and learning. The authors assert that a VLE should be considered an interactive and sensation-producing affordances and instruments, as well as a mediator of communication and learning. Furthermore, a VLE should be valued as a tool for emotional and socio-structural mediation, as well as for the psycho-social regulation and control over the communication situation that the environment makes possible by allowing users to regulate psycho-social distances. 
Researchers in studying and learning have too often neglected emotional and aesthetic factors, especially in the context of network-based learning environments. These factors are examined here in terms of seven levels of observation forming a continuum from the individual subconscious/conscious interpersonal level to the social, cultural, cross- and transcultural levels. The continuum is mapped onto learning architectures, offering a greater understanding of their value as starting points and design considerations for VLEs in regulating learning. The most critical issue is to take into account the users — the human individual(s) — and the social nature(s) of using the technologies involved. 
 
Key words: Emotions, Virtual reality Learning Environments, Network-based Learning.",2008.0,0.0,6.0,"{'name': 'Journal of Educational Psychology', 'pages': '34-47', 'volume': '2'}","{'bibtex': '@Article{Lehtonen2008DevelopmentOS,\n author = {M. Lehtonen and T. Page and L. Miloseva and G. Thorsteinsson},\n journal = {Journal of Educational Psychology},\n pages = {34-47},\n title = {Development of Social Mediation and Emotional Regulation in Virtual Learning Environment Research.},\n volume = {2},\n year = {2008}\n}\n'}","[{'authorId': '34201600', 'name': 'M. Lehtonen'}, {'authorId': '144288792', 'name': 'T. Page'}, {'authorId': '6801410', 'name': 'L. Miloseva'}, {'authorId': '1927651', 'name': 'G. Thorsteinsson'}]"
555,37331058368c87e3b097546a576b2a49c21c633d,Cross-cultural and cognitive aspects of web site navigation,"The Web is intrinsically a global medium. Consequently, deciding how a Web site should express potentially culturespecific content to worldwide visitors is an important consideration in Web site design. In this article, the authors examine some of the site content characteristics that can lead Web site visitors to an optimal navigation experience, or flow, in a cross-cultural context. In particular, a cognitive framework focuses on the effect of culture on attitudes toward the site and flow. The authors suggest that the congruity of a Web site with a visitor’s culture is a site content characteristic that influences the likelihood of experiencing flow. The authors develop a conceptual model to account for the impact of culture and other site content characteristics on flow and describe preliminary evidence supporting their model.",2002.0,54.0,352.0,"{'volume': '30', 'pages': '397-410', 'name': 'Journal of the Academy of Marketing Science'}","{'bibtex': '@Article{Luna2002CrossculturalAC,\n author = {David Luna and L. Peracchio and M. D. Juan},\n journal = {Journal of the Academy of Marketing Science},\n pages = {397-410},\n title = {Cross-cultural and cognitive aspects of web site navigation},\n volume = {30},\n year = {2002}\n}\n'}","[{'authorId': '145126138', 'name': 'David Luna'}, {'authorId': '3160962', 'name': 'L. Peracchio'}, {'authorId': '2061391319', 'name': 'M. D. Juan'}]"
556,374ae107f3f7c84c774ec784cabcf3f2d4ecbb9a,Technology Use for Adolescent Health and Wellness,"This article will provide an overview of current technologies used by adolescents, specifically related to information and management of health information. As avid users of technology, adolescents are a key demographic to engage when designing and developing technology applications for health. There are multiple opportunities for improving adolescent health, from promoting preventive behaviors to providing guidance for adolescents with chronic illness in supporting treatment adherence and transition to adult health care systems. This article will provide a brief overview of current technologies and then highlight new technologies being used specifically for adolescent health, such as artificial intelligence, virtual and augmented reality, and machine learning. Because there is paucity of evidence in this field, we will make recommendations for future research.",2020.0,92.0,74.0,"{'volume': '145', 'pages': 'S186 - S194', 'name': 'Pediatrics'}","{'bibtex': '@Article{Radovic2020TechnologyUF,\n author = {A. Radovic and S. Badawy},\n journal = {Pediatrics},\n pages = {S186 - S194},\n title = {Technology Use for Adolescent Health and Wellness},\n volume = {145},\n year = {2020}\n}\n'}","[{'authorId': '3437955', 'name': 'A. Radovic'}, {'authorId': '11977242', 'name': 'S. Badawy'}]"
557,375e77db0adcb8ba690ea9e7e2de3f315a0219c2,The origami of remembering,"When so much of work in the realm of grief has focused on ‘letting go’ and ‘saying goodbye’ to those who have died, the ideas in this paper offer an alternative path. When working with people who are living with grief, finding ways to honour and ‘keep alive’ the relationship with the person who has died can be sustaining and hopeful. In this paper, Lorraine introduces the metaphor of ‘origami of remembering’, using it to describe the process of folding and re-folding the stories of people’s lives and how they are linked to those who have passed away.",2003.0,30.0,12.0,"{'volume': '2003', 'pages': '58', 'name': 'The International Journal of Narrative Therapy and Community Work'}","{'bibtex': '@Article{Hedtke2003TheOO,\n author = {Lorraine Hedtke},\n journal = {The International Journal of Narrative Therapy and Community Work},\n pages = {58},\n title = {The origami of remembering},\n volume = {2003},\n year = {2003}\n}\n'}","[{'authorId': '74059737', 'name': 'Lorraine Hedtke'}]"
558,3772c7cbc75def9ea9f54e7832e1f1cf4ef2fdb1,Modulation of cognitive processing by emotional valence studied through event-related potentials in humans,,2004.0,18.0,314.0,"{'volume': '356', 'pages': '1-4', 'name': 'Neuroscience Letters'}","{'bibtex': '@Article{Delplanque2004ModulationOC,\n author = {S. Delplanque and M. Lavoie and P. Hot and Laetitia Silvert and H. Sequeira},\n journal = {Neuroscience Letters},\n pages = {1-4},\n title = {Modulation of cognitive processing by emotional valence studied through event-related potentials in humans},\n volume = {356},\n year = {2004}\n}\n'}","[{'authorId': '2228052', 'name': 'S. Delplanque'}, {'authorId': '1936777', 'name': 'M. Lavoie'}, {'authorId': '4592861', 'name': 'P. Hot'}, {'authorId': '2767499', 'name': 'Laetitia Silvert'}, {'authorId': '3137491', 'name': 'H. Sequeira'}]"
559,37a2df653e15e6a8dd37ee3690ba6f75c0f75d67,The Role of Immersion and Narrative in Mediated Presence: The Virtual Hospital Experience,"The ""mediated sense of presence"" is a technology-induced illusion of being present in one (simulated) place when one is actually present in another (physical) place. Typically experienced in virtual worlds, mediated presence is generated by different technological, cognitive, and emotional factors. The aim of this study was to test how to optimise the virtual experience by manipulating some of these factors. Specifically, we tested if an immersive technology and/or a meaningful narrative context influence the users' sense of presence, providing a more compelling experience than a non-immersive and non-contextualized virtual space. Eighty-four students, randomly divided into four groups, were asked to find a blood container inside a virtual hospital in an immersive or non-immersive condition and with or without an emotionally related narrative. Two presence questionnaires and heart-rate variations were used to measure the effects of the four conditions on the users' sense of presence. Results showed a significant effect of narrative, F(8, 73) = 30.346, p < 0.001, and level of immersion, F (8, 73) = 10.913, p < 0.001, and a significant interaction between narrative and immersion, F(8, 73) = 2.062, p = 0.05, both on the presence questionnaires and on the heart-rate variations. Moreover, considering the factors immersion (I) and narrative (N) together, we found that the I-N condition generated the highest level of presence. We argue that both immersion and narrative are important in creating an effective virtual reality experience because they contribute differently to increasing the sense of presence. Immersion increases the place illusion, while the narrative contributes to generating an emotional response and strengthening the subjects' sense of inner presence.",2011.0,39.0,232.0,"{'volume': '14 3', 'pages': '\n          99-105\n        ', 'name': 'Cyberpsychology, behavior and social networking'}","{'bibtex': '@Article{Gorini2011TheRO,\n author = {A. Gorini and Claret S. Capideville and G. Leo and F. Mantovani and G. Riva},\n journal = {Cyberpsychology, behavior and social networking},\n pages = {\n          99-105\n        },\n title = {The Role of Immersion and Narrative in Mediated Presence: The Virtual Hospital Experience},\n volume = {14 3},\n year = {2011}\n}\n'}","[{'authorId': '39777674', 'name': 'A. Gorini'}, {'authorId': '2208482', 'name': 'Claret S. Capideville'}, {'authorId': '36464576', 'name': 'G. Leo'}, {'authorId': '2274674', 'name': 'F. Mantovani'}, {'authorId': '144059813', 'name': 'G. Riva'}]"
560,37b3b69907fb65c2594f32f437c182c7a6388ddc,Towards emotional regulation through neurofeedback,"This paper discusses the potential of Brain-Computer Interfaces based on neurofeedback methods to support emotional control and pursue the goal of emotional control as a mechanism for human augmentation in specific contexts. We illustrate this discussion through two proof-of-concept, fully-implemented experiments: one controlling disposition towards virtual characters using pre-frontal alpha asymmetry, and the other aimed at controlling arousal through activity of the amygdala. In the first instance, these systems are intended to explore augmentation technologies that would be incorporated into various media-based systems rather than permanently affect user behaviour.",2014.0,51.0,22.0,{'name': 'Proceedings of the 5th Augmented Human International Conference'},"{'bibtex': '@Article{Cavazza2014TowardsER,\n author = {M. Cavazza and Fred Charles and Gabor Aranyi and J. Porteous and Stephen W. Gilroy and G. Raz and Nimrod Jakob Keynan and Avihay Cohen and Gilan Jackont and Y. Jacob and E. Soreq and Ilana Klovatch and T. Hendler},\n booktitle = {International Conference on Adaptive Hypermedia and Adaptive Web-Based Systems},\n journal = {Proceedings of the 5th Augmented Human International Conference},\n title = {Towards emotional regulation through neurofeedback},\n year = {2014}\n}\n'}","[{'authorId': '1696638', 'name': 'M. Cavazza'}, {'authorId': '144553087', 'name': 'Fred Charles'}, {'authorId': '1786905', 'name': 'Gabor Aranyi'}, {'authorId': '144312529', 'name': 'J. Porteous'}, {'authorId': '35199977', 'name': 'Stephen W. Gilroy'}, {'authorId': '48448039', 'name': 'G. Raz'}, {'authorId': '47664470', 'name': 'Nimrod Jakob Keynan'}, {'authorId': '1795132', 'name': 'Avihay Cohen'}, {'authorId': '1759275', 'name': 'Gilan Jackont'}, {'authorId': '1787769', 'name': 'Y. Jacob'}, {'authorId': '1786771', 'name': 'E. Soreq'}, {'authorId': '1778441', 'name': 'Ilana Klovatch'}, {'authorId': '1705259', 'name': 'T. Hendler'}]"
